,751867,751894,751913,751972,751873,751862,752104,751876,751968,750711,749902,751458,751918,752018,751983,751987,751940,753008,751874,751870
751867,1.0,0.0,0.01,0.17,0.27,0.22,0.1,0.08,0.06,0.21,0.01,0.27,0.1,0.01,0.01,0.15,0.01,0.0,0.15,0.27
751894,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.08,0.03,0.0,0.0
751913,0.01,0.01,1.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.09,0.01,0.0,0.1,0.08,0.0,0.08,0.03,0.0,0.01
751972,0.17,0.0,0.0,1.0,0.24,0.22,0.04,0.04,0.09,0.19,0.0,0.25,0.12,0.0,0.0,0.17,0.0,0.0,0.17,0.24
751873,0.27,0.0,0.01,0.24,1.0,0.22,0.07,0.08,0.08,0.38,0.01,0.51,0.16,0.01,0.01,0.2,0.01,0.0,0.2,1.0
751862,0.22,0.0,0.0,0.22,0.22,1.0,0.04,0.04,0.11,0.21,0.0,0.23,0.1,0.0,0.0,0.27,0.0,0.0,0.27,0.22
752104,0.1,0.0,0.01,0.04,0.07,0.04,1.0,0.39,0.02,0.06,0.01,0.08,0.04,0.01,0.01,0.03,0.01,0.0,0.03,0.07
751876,0.08,0.0,0.01,0.04,0.08,0.04,0.39,1.0,0.02,0.06,0.01,0.08,0.04,0.01,0.01,0.03,0.01,0.0,0.03,0.08
751968,0.06,0.0,0.0,0.09,0.08,0.11,0.02,0.02,1.0,0.06,0.0,0.07,0.04,0.0,0.0,0.07,0.0,0.0,0.07,0.08
750711,0.21,0.0,0.0,0.19,0.38,0.21,0.06,0.06,0.06,1.0,0.01,0.5,0.24,0.01,0.01,0.15,0.01,0.0,0.15,0.38
749902,0.01,0.02,0.09,0.0,0.01,0.0,0.01,0.01,0.0,0.01,1.0,0.01,0.0,0.29,0.32,0.0,0.12,0.03,0.0,0.01
751458,0.27,0.0,0.01,0.25,0.51,0.23,0.08,0.08,0.07,0.5,0.01,1.0,0.22,0.01,0.01,0.18,0.01,0.0,0.18,0.51
751918,0.1,0.0,0.0,0.12,0.16,0.1,0.04,0.04,0.04,0.24,0.0,0.22,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.16
752018,0.01,0.02,0.1,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.29,0.01,0.0,1.0,0.22,0.0,0.1,0.02,0.0,0.01
751983,0.01,0.02,0.08,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.32,0.01,0.0,0.22,1.0,0.0,0.12,0.03,0.0,0.01
751987,0.15,0.0,0.0,0.17,0.2,0.27,0.03,0.03,0.07,0.15,0.0,0.18,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.2
751940,0.01,0.08,0.08,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.12,0.01,0.0,0.1,0.12,0.0,1.0,0.03,0.0,0.01
753008,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.03,0.0,0.03,1.0,0.0,0.0
751874,0.15,0.0,0.0,0.17,0.2,0.27,0.03,0.03,0.07,0.15,0.0,0.18,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.2
751870,0.27,0.0,0.01,0.24,1.0,0.22,0.07,0.08,0.08,0.38,0.01,0.51,0.16,0.01,0.01,0.2,0.01,0.0,0.2,1.0
